,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nationality,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,GDP,status
2718,single,General Contingent,1,Nursing,daytime,secondary education,138.0,Portuguese,132.5,Yes,No,No,yes,Female,No,18,No,0,8,8,7,14.115714285714288,0,0,8,8,7,14.115714285714288,0,10.8,1.4,1.74,Graduate
2719,single,General Contingent,4,Veterinary Nursing,daytime,secondary education,138.0,Portuguese,123.3,Yes,No,No,yes,Female,Yes,19,No,0,6,7,6,14.857142857142858,0,0,6,10,6,13.11111111111111,0,12.4,0.5,1.79,Graduate
2720,single,General Contingent,2,Veterinary Nursing,daytime,secondary education,141.0,Portuguese,128.9,Yes,No,No,yes,Female,Yes,18,No,0,6,7,6,13.833333333333334,0,0,6,10,6,13.714285714285714,0,8.9,1.4,3.51,Graduate
2721,single,2nd general contingent,2,Management,daytime,secondary education,129.0,Portuguese,128.3,Yes,No,No,yes,Female,No,19,No,0,5,10,3,11.0,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,Enrolled
2722,single,Change of Course,1,Veterinary Nursing,daytime,secondary education,127.0,Portuguese,100.0,No,No,No,yes,Female,No,21,No,0,6,11,4,11.75,0,0,6,12,3,13.666666666666666,0,13.9,-0.3,0.79,Enrolled
2723,single,2nd general contingent,2,Management,daytime,secondary education,133.0,Portuguese,120.1,Yes,No,No,yes,Female,Yes,18,No,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79,Dropout
2724,single,Over 23 years old,1,Nursing,daytime,secondary education,100.0,Portuguese,160.0,Yes,No,No,yes,Female,Yes,24,No,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,Graduate
2725,single,General Contingent,1,Equinculture,daytime,secondary education,138.0,Portuguese,123.0,Yes,No,No,yes,Female,No,21,No,0,5,12,1,11.0,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,Enrolled
2726,single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,technological specialization course,150.0,Portuguese,150.0,Yes,No,No,yes,Female,No,23,No,1,6,14,5,14.428571428571429,0,1,6,7,6,13.428571428571429,0,16.2,0.3,-0.92,Graduate
2727,single,2nd general contingent,2,Nursing,daytime,secondary education,129.0,Portuguese,124.0,Yes,No,No,yes,Female,Yes,18,No,0,8,8,7,14.312857142857142,0,0,8,8,7,14.312857142857142,0,10.8,1.4,1.74,Graduate
2728,single,Over 23 years old,1,Veterinary Nursing,daytime,secondary education,130.0,Portuguese,120.0,No,No,No,No,Female,No,26,No,0,6,8,6,15.428571428571429,0,0,6,7,5,14.5,0,11.1,0.6,2.02,Enrolled
2729,single,General Contingent,1,Equinculture,daytime,secondary education,133.0,Portuguese,120.4,Yes,No,No,yes,Female,No,20,No,0,5,9,4,12.0,1,0,5,6,5,13.4,0,9.4,-0.8,-3.12,Graduate
2730,single,General Contingent,1,Social Service,daytime,secondary education,133.0,Portuguese,131.6,No,No,No,yes,Female,No,18,No,0,6,7,6,13.833333333333334,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
2731,single,General Contingent,1,Social Service,daytime,secondary education,107.0,Portuguese,104.2,Yes,No,No,yes,Female,No,20,No,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,Graduate
2732,single,General Contingent,1,Nursing,daytime,secondary education,131.0,Portuguese,122.0,Yes,No,No,yes,Female,No,20,No,0,8,8,7,14.014285714285714,0,0,8,8,7,14.014285714285714,0,12.7,3.7,-1.7,Enrolled
2733,single,2nd general contingent,2,Social Service,daytime,secondary education,118.0,Portuguese,110.7,Yes,Yes,No,yes,Female,No,18,No,0,6,15,2,10.333333333333334,3,0,6,13,3,13.333333333333334,0,12.7,3.7,-1.7,Enrolled
2734,single,General Contingent,4,Journalism and Communication,daytime,secondary education,136.0,Portuguese,121.7,Yes,No,No,yes,Female,Yes,22,No,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,Graduate
2735,single,General Contingent,1,Nursing,daytime,secondary education,125.0,Portuguese,126.0,Yes,No,Yes,yes,Female,No,20,No,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,Graduate
2736,single,2nd general contingent,4,Nursing,daytime,secondary education,137.0,Portuguese,128.4,Yes,No,No,yes,Female,Yes,19,No,0,7,7,7,13.385714285714286,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,Graduate
2737,single,General Contingent,1,Equinculture,daytime,secondary education,144.0,Portuguese,134.9,Yes,No,Yes,yes,Female,No,18,No,0,6,13,6,10.857142857142858,0,0,6,10,4,11.0,0,15.5,2.8,-4.06,Dropout
2738,single,2nd general contingent,2,Management,daytime,secondary education,146.0,Portuguese,143.9,No,No,No,yes,Female,No,18,No,0,5,11,5,11.333333333333334,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,Graduate
2739,single,General Contingent,4,Veterinary Nursing,daytime,secondary education,145.0,Portuguese,145.0,Yes,No,No,yes,Female,Yes,19,No,0,5,7,4,14.5,0,0,5,5,5,13.6,0,10.8,1.4,1.74,Graduate
2740,single,General Contingent,2,Communication Design,daytime,secondary education,126.0,Portuguese,132.0,Yes,No,No,yes,Female,Yes,19,No,0,6,6,6,14.166666666666666,0,0,6,8,6,12.375,0,10.8,1.4,1.74,Graduate
2741,single,2nd general contingent,1,Social Service (evening attendance),evening,secondary education,141.0,Portuguese,136.1,No,No,No,yes,Female,No,24,No,0,6,7,6,12.833333333333334,0,0,6,8,6,12.0,0,7.6,2.6,0.32,Graduate
2742,single,General Contingent,1,Social Service,daytime,secondary education,141.0,Portuguese,138.9,No,No,No,yes,Female,No,21,No,0,6,7,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate
2743,single,General Contingent,1,Social Service,daytime,secondary education,133.1,Portuguese,102.0,Yes,No,No,yes,Female,Yes,20,No,0,6,7,6,13.666666666666666,0,0,6,7,6,14.571428571428571,0,11.1,0.6,2.02,Graduate
2744,single,Over 23 years old,1,Tourism,daytime,secondary education,133.1,Portuguese,123.0,No,No,Yes,No,Female,Yes,28,No,0,6,6,6,10.833333333333334,0,0,6,7,5,11.0,0,13.9,-0.3,0.79,Dropout
2745,single,General Contingent,2,Basic Education,daytime,secondary education,127.0,Portuguese,137.5,Yes,No,No,yes,Female,No,21,No,0,6,7,6,13.428571428571429,0,0,6,8,6,13.142857142857142,0,7.6,2.6,0.32,Graduate
2746,single,General Contingent,1,Nursing,daytime,secondary education,106.0,Portuguese,102.2,Yes,No,Yes,yes,Male,No,20,No,0,7,7,7,12.401428571428571,0,0,8,10,6,11.808333333333332,0,11.1,0.6,2.02,Enrolled
2747,single,Transfer,1,Agronomy,daytime,secondary education,130.0,Portuguese,105.3,No,No,No,No,Male,No,36,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
2748,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,110.0,Portuguese,130.0,No,No,No,No,Male,No,42,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
2749,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,150.0,Portuguese,122.5,No,No,No,yes,Male,No,47,No,0,5,9,4,11.5,0,0,5,6,5,11.6,1,7.6,2.6,0.32,Dropout
2750,single,Over 23 years old,1,Informatics Engineering,daytime,secondary education,160.0,Portuguese,112.0,No,No,No,No,Male,No,25,No,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
2751,single,Over 23 years old,1,Advertising and Marketing Management,daytime,other - 11th year of schooling,170.0,Portuguese,110.0,No,No,No,yes,Male,Yes,25,No,0,6,8,6,14.142857142857142,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,Graduate
2752,married,Over 23 years old,1,Social Service (evening attendance),evening,basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,149.5,No,No,No,yes,Male,No,48,No,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
2753,single,Change of Course,1,Management (evening attendance,evening,secondary education,120.0,Portuguese,141.0,No,No,No,yes,Male,Yes,32,No,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,Graduate
2754,single,Holders of other higher courses,1,Management (evening attendance,evening,higher education - degree (1st cycle),130.0,Portuguese,130.0,No,No,No,yes,Male,No,38,No,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,Dropout
2755,single,Holders of other higher courses,1,Social Service,daytime,higher education - degree (1st cycle),130.0,Portuguese,130.0,No,No,No,yes,Male,No,37,No,11,16,23,15,11.733333333333333,0,6,11,17,9,11.88888888888889,0,15.5,2.8,-4.06,Graduate
2756,single,Over 23 years old,2,Management,daytime,secondary education,120.0,Portuguese,104.0,No,No,No,No,Male,No,26,No,0,5,8,1,10.0,0,0,5,9,1,10.0,0,10.8,1.4,1.74,Dropout
2757,single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,technological specialization course,110.0,Portuguese,110.0,No,No,No,yes,Male,No,23,No,0,6,19,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
2758,single,Technological specialization diploma holders,1,Agronomy,daytime,technological specialization course,120.0,Portuguese,120.0,No,No,No,yes,Male,No,23,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Enrolled
2759,single,Technological specialization diploma holders,1,Agronomy,daytime,technological specialization course,130.0,Portuguese,130.0,No,No,No,yes,Male,No,20,No,0,6,12,4,10.8,0,0,6,13,4,12.0,0,12.4,0.5,1.79,Enrolled
2760,single,Over 23 years old,1,Nursing,daytime,higher education - masters,150.0,Portuguese,127.0,Yes,No,No,yes,Male,No,26,No,2,7,8,6,13.046666666666669,0,2,8,10,7,13.30625,0,11.1,0.6,2.02,Dropout
2761,single,Change of Course,1,Social Service (evening attendance),evening,secondary education,120.0,Portuguese,100.0,No,No,No,yes,Female,No,45,No,5,9,13,8,11.0,0,3,7,10,6,10.833333333333334,0,12.7,3.7,-1.7,Enrolled
2762,single,Over 23 years old,1,Social Service (evening attendance),evening,basic education 3rd cycle (9th/10th/11th year) or equiv.,100.0,Portuguese,111.0,Yes,No,No,yes,Female,Yes,26,No,0,6,10,3,12.333333333333334,0,0,6,14,3,11.666666666666666,0,7.6,2.6,0.32,Enrolled
2763,single,Change of Course,1,Social Service (evening attendance),evening,higher education - degree,133.1,Portuguese,130.0,No,No,No,yes,Female,No,26,No,8,11,16,10,11.8,0,3,7,7,7,13.285714285714286,0,7.6,2.6,0.32,Graduate
2764,single,Over 23 years old,1,Management (evening attendance,evening,secondary education,130.0,Portuguese,130.1,No,No,No,yes,Female,No,25,No,0,5,8,3,11.0,0,0,5,8,3,11.25,0,10.8,1.4,1.74,Enrolled
2765,single,Special contingent (Madeira Island),4,Nursing,daytime,secondary education,145.0,Portuguese,127.5,Yes,No,No,yes,Female,No,18,No,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,Graduate
2766,single,Holders of other higher courses,1,Nursing,daytime,higher education - degree,130.0,Portuguese,130.0,Yes,No,No,yes,Female,No,27,No,0,8,8,7,14.414285714285716,0,0,8,8,7,14.414285714285716,0,12.7,3.7,-1.7,Graduate
2767,legally separated,2nd general contingent,3,Social Service (evening attendance),evening,secondary education,115.0,Portuguese,115.0,No,No,No,No,Female,No,24,No,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
2768,single,2nd general contingent,1,Management,daytime,secondary education,124.0,Portuguese,126.8,Yes,No,No,yes,Female,No,20,No,0,5,8,5,12.333333333333334,0,0,5,7,5,12.2,0,15.5,2.8,-4.06,Graduate
2769,single,General Contingent,1,Nursing,daytime,secondary education,124.0,Portuguese,116.7,Yes,No,No,yes,Female,Yes,18,No,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Dropout
2770,single,2nd general contingent,6,Oral Hygiene,daytime,secondary education,134.0,Portuguese,128.5,Yes,No,No,yes,Female,Yes,18,No,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,-1.7,Graduate
2771,single,General Contingent,4,Nursing,daytime,secondary education,137.0,Portuguese,127.5,Yes,No,No,yes,Female,No,18,No,0,8,8,8,13.045,0,0,8,8,8,13.045,0,9.4,-0.8,-3.12,Graduate
2772,single,General Contingent,1,Nursing,daytime,secondary education,124.0,Portuguese,117.5,Yes,No,No,yes,Male,No,19,No,0,8,10,5,12.858,3,0,8,10,5,12.858,3,9.4,-0.8,-3.12,Enrolled
2773,single,Transfer,3,Nursing,daytime,secondary education,136.0,Portuguese,148.8,Yes,No,No,yes,Female,Yes,19,No,0,8,8,8,14.2525,0,0,8,8,8,14.2525,0,9.4,-0.8,-3.12,Graduate
2774,single,General Contingent,4,Nursing,daytime,secondary education,126.0,Portuguese,120.2,No,No,No,yes,Female,Yes,19,No,0,7,9,5,14.06,0,0,7,9,7,11.242857142857142,0,12.4,0.5,1.79,Enrolled
2775,single,General Contingent,4,Nursing,daytime,secondary education,142.0,Portuguese,127.3,Yes,No,No,yes,Female,No,18,No,0,8,8,7,15.075714285714286,0,0,8,8,7,15.075714285714286,0,10.8,1.4,1.74,Graduate
2776,single,2nd general contingent,2,Animation and Multimedia Design,daytime,secondary education,141.0,Portuguese,136.1,Yes,No,No,yes,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Enrolled
2777,single,Change of Course,2,Advertising and Marketing Management,daytime,secondary education,129.0,Portuguese,122.4,Yes,No,No,yes,Female,No,19,No,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,Enrolled
2778,single,Holders of other higher courses,0,Agronomy,daytime,higher education - degree,130.0,Portuguese,130.0,Yes,No,No,yes,Female,No,23,No,10,17,28,17,13.15,2,8,12,22,12,13.214285714285714,0,15.5,2.8,-4.06,Graduate
2779,single,General Contingent,2,Social Service,daytime,secondary education,136.0,Portuguese,121.7,Yes,No,No,yes,Female,Yes,21,No,0,6,9,5,12.333333333333334,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,Graduate
2780,single,General Contingent,3,Nursing,daytime,secondary education,137.0,Portuguese,122.7,Yes,No,No,yes,Female,Yes,18,No,0,7,8,7,13.778571428571428,0,0,8,10,8,13.122222222222222,0,16.2,0.3,-0.92,Graduate
2781,single,General Contingent,1,Basic Education,daytime,secondary education,125.0,Portuguese,129.2,Yes,No,Yes,No,Female,No,20,No,0,6,12,3,10.333333333333334,0,0,6,14,1,11.0,0,10.8,1.4,1.74,Dropout
2782,single,Change of Course,1,Journalism and Communication,daytime,secondary education,119.0,Portuguese,105.0,Yes,No,No,yes,Female,No,23,No,0,6,11,3,11.333333333333334,0,0,6,7,2,11.0,0,16.2,0.3,-0.92,Enrolled
2783,single,General Contingent,1,Social Service,daytime,secondary education,132.0,Portuguese,129.9,Yes,No,No,yes,Female,No,20,No,0,6,7,5,13.2,0,0,6,6,6,12.666666666666666,0,10.8,1.4,1.74,Enrolled
2784,single,General Contingent,1,Communication Design,daytime,secondary education,152.0,Portuguese,136.3,No,No,No,yes,Female,Yes,18,No,1,6,8,6,13.571428571428571,1,0,6,11,6,12.375,0,13.9,-0.3,0.79,Graduate
2785,single,General Contingent,1,Social Service (evening attendance),evening,secondary education,125.0,Portuguese,114.9,No,No,No,yes,Female,No,29,No,8,11,14,11,12.75,0,3,7,7,7,13.428571428571429,0,9.4,-0.8,-3.12,Graduate
2786,single,Over 23 years old,1,Journalism and Communication,daytime,12th year of schooling - not completed,133.1,Portuguese,102.0,Yes,No,No,yes,Male,No,28,No,0,6,11,3,13.0,0,0,6,15,1,12.0,0,7.6,2.6,0.32,Dropout
2787,single,General Contingent,3,Advertising and Marketing Management,daytime,secondary education,120.0,Portuguese,111.3,Yes,No,No,yes,Male,No,19,No,0,5,7,3,11.333333333333334,0,0,5,7,4,11.0,0,9.4,-0.8,-3.12,Enrolled
2788,single,Over 23 years old,1,Advertising and Marketing Management,daytime,secondary education,148.0,Portuguese,130.9,No,No,Yes,No,Male,No,24,No,0,6,12,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
2789,single,Over 23 years old,1,Animation and Multimedia Design,daytime,secondary education,133.1,Portuguese,100.0,No,No,Yes,yes,Male,Yes,33,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
2790,single,2nd general contingent,1,Management,daytime,secondary education,115.0,Portuguese,112.9,Yes,No,No,No,Male,No,19,No,0,5,7,2,12.5,0,0,5,13,1,11.0,0,9.4,-0.8,-3.12,Dropout
2791,single,General Contingent,1,Veterinary Nursing,daytime,secondary education,120.0,Portuguese,112.7,No,No,No,yes,Male,No,19,No,0,6,7,6,14.857142857142858,0,0,6,8,6,14.142857142857142,0,11.1,0.6,2.02,Graduate
2792,divorced,Over 23 years old,1,Social Service (evening attendance),evening,secondary education,133.1,Portuguese,143.0,No,No,No,yes,Male,No,37,No,3,9,13,8,12.0,0,2,7,8,7,11.571428571428571,0,12.7,3.7,-1.7,Graduate
2793,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,168.0,Portuguese,155.1,Yes,No,Yes,No,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
2794,divorced,Over 23 years old,1,Management (evening attendance,evening,secondary education,130.0,Portuguese,127.6,No,No,No,yes,Male,No,29,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
2795,married,Over 23 years old,1,Nursing,daytime,basic education 2nd cycle (6th/7th/8th year) or equiv.,133.1,Portuguese,146.6,No,No,No,yes,Male,No,37,No,0,7,8,7,12.828571428571427,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79,Graduate
2796,single,Over 23 years old,1,Nursing,daytime,secondary education,137.0,Portuguese,141.0,No,No,No,yes,Male,No,36,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
2797,single,General Contingent,2,Advertising and Marketing Management,daytime,secondary education,123.0,Portuguese,120.6,Yes,No,No,yes,Male,No,19,No,0,6,6,6,13.333333333333334,0,0,6,8,5,14.0,0,8.9,1.4,3.51,Graduate
2798,single,Transfer,1,Nursing,daytime,secondary education,150.0,Portuguese,110.0,Yes,No,No,yes,Male,Yes,33,No,6,14,20,14,13.072857142857144,6,6,14,20,14,13.072857142857144,6,9.4,-0.8,-3.12,Graduate
2799,single,Transfer,1,Informatics Engineering,daytime,secondary education,120.0,Portuguese,108.6,No,No,No,No,Male,No,34,No,2,7,13,5,12.0,0,2,7,7,3,11.0,0,15.5,2.8,-4.06,Dropout
2800,single,General Contingent,1,Tourism,daytime,secondary education,145.0,Portuguese,134.9,Yes,No,No,yes,Female,No,18,No,0,6,6,6,15.5,0,0,6,6,6,16.0,0,12.4,0.5,1.79,Graduate
2801,single,Technological specialization diploma holders,1,Equinculture,daytime,technological specialization course,120.0,Portuguese,120.0,Yes,No,No,yes,Female,No,20,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
2802,single,General Contingent,1,Journalism and Communication,daytime,secondary education,142.0,Portuguese,141.3,No,No,No,yes,Female,Yes,19,No,0,6,7,6,14.714285714285714,0,0,6,6,6,15.166666666666666,0,13.9,-0.3,0.79,Graduate
2803,single,General Contingent,3,Veterinary Nursing,daytime,secondary education,147.0,Portuguese,135.6,Yes,No,No,yes,Female,No,20,No,0,6,7,6,16.714285714285715,0,0,6,6,6,15.333333333333334,0,13.9,-0.3,0.79,Graduate
2804,single,General Contingent,1,Social Service,daytime,secondary education,125.0,Portuguese,121.5,Yes,No,No,yes,Female,Yes,19,No,0,6,9,6,10.857142857142858,0,0,6,7,6,11.666666666666666,0,12.4,0.5,1.79,Graduate
2805,single,General Contingent,4,Nursing,daytime,secondary education,126.0,Portuguese,125.0,Yes,No,No,yes,Female,No,19,No,0,7,8,6,11.658333333333331,0,0,8,11,6,12.416666666666666,0,12.4,0.5,1.79,Graduate
2806,single,3rd general contingent,2,Journalism and Communication,daytime,secondary education,132.0,Guinean,119.1,Yes,No,No,yes,Female,Yes,22,Yes,0,6,8,5,11.6,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12,Graduate
2807,single,General Contingent,1,Advertising and Marketing Management,daytime,secondary education,122.0,Portuguese,126.6,Yes,No,No,yes,Female,No,18,No,0,6,8,6,14.625,0,0,6,9,6,14.142857142857142,0,11.1,0.6,2.02,Enrolled
2808,single,General Contingent,1,Journalism and Communication,daytime,secondary education,123.0,Portuguese,116.7,No,No,No,yes,Female,Yes,18,No,0,6,6,6,12.166666666666666,0,0,6,8,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
2809,single,General Contingent,3,Nursing,daytime,secondary education,126.0,Portuguese,120.1,Yes,No,No,yes,Female,No,19,No,0,7,12,4,13.375,0,0,7,8,6,12.116666666666667,0,12.4,0.5,1.79,Enrolled
2810,single,General Contingent,1,Basic Education,daytime,secondary education,128.0,Portuguese,124.9,No,No,No,yes,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate
2811,single,Over 23 years old,1,Nursing,daytime,secondary education,100.0,Portuguese,114.0,Yes,No,Yes,No,Female,No,31,No,0,7,8,5,12.56,0,0,7,8,5,12.56,0,7.6,2.6,0.32,Dropout
2812,single,2nd general contingent,5,Nursing,daytime,secondary education,140.0,Portuguese,131.1,Yes,No,No,yes,Female,No,18,No,0,7,7,7,13.19,0,0,8,8,8,14.23125,0,11.1,0.6,2.02,Graduate
2813,single,General Contingent,1,Social Service,daytime,secondary education,145.0,Portuguese,129.3,No,No,Yes,yes,Female,Yes,19,No,0,6,11,3,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Graduate
2814,single,General Contingent,1,Animation and Multimedia Design,daytime,secondary education,143.0,Portuguese,129.7,Yes,No,No,yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
2815,single,2nd general contingent,1,Social Service,daytime,secondary education,132.0,Portuguese,120.8,No,No,No,yes,Female,Yes,19,No,0,6,11,5,11.6,0,0,6,10,6,11.714285714285714,0,15.5,2.8,-4.06,Graduate
2816,single,General Contingent,1,Nursing,daytime,secondary education,130.0,Portuguese,135.0,No,No,No,yes,Female,No,19,No,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0,7.6,2.6,0.32,Graduate
2817,single,General Contingent,1,Management,daytime,secondary education,129.0,Portuguese,117.8,No,No,No,yes,Female,Yes,19,No,0,5,6,4,11.0,0,0,5,9,4,13.857142857142858,0,10.8,1.4,1.74,Enrolled
2818,married,Holders of other higher courses,1,Social Service (evening attendance),evening,higher education - degree,124.4,Portuguese,130.0,No,No,No,yes,Female,No,30,No,8,10,11,9,12.666666666666666,0,3,7,7,7,12.428571428571429,1,7.6,2.6,0.32,Graduate
2819,single,Change of Course,1,Journalism and Communication,daytime,secondary education,127.0,Portuguese,117.6,Yes,No,No,yes,Female,No,18,No,0,6,6,0,0.0,0,0,6,10,3,11.0,0,16.2,0.3,-0.92,Enrolled
2820,single,3rd general contingent,6,Nursing,daytime,secondary education,144.0,Portuguese,130.8,Yes,No,No,yes,Female,No,18,No,0,8,11,7,12.771428571428572,0,0,8,11,7,12.771428571428572,0,12.7,3.7,-1.7,Graduate
2821,single,3rd general contingent,5,Veterinary Nursing,daytime,secondary education,121.0,Portuguese,111.9,Yes,No,No,yes,Female,No,21,No,0,5,12,0,0.0,3,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
2822,single,Technological specialization diploma holders,1,Social Service,daytime,secondary education,150.0,Portuguese,145.9,No,No,No,yes,Female,Yes,19,No,3,6,6,6,15.5,0,2,6,7,6,13.571428571428571,0,13.9,-0.3,0.79,Graduate
2823,single,2nd general contingent,1,Advertising and Marketing Management,daytime,secondary education,115.0,Portuguese,109.1,Yes,No,No,yes,Female,Yes,19,No,0,6,7,6,13.285714285714286,0,0,6,9,5,14.6,0,12.4,0.5,1.79,Enrolled
2824,single,General Contingent,5,Nursing,daytime,secondary education,125.0,Portuguese,120.3,Yes,No,No,yes,Female,No,19,No,0,7,11,5,11.716666666666669,0,0,7,8,5,13.7,0,13.9,-0.3,0.79,Enrolled
2825,single,2nd general contingent,1,Equinculture,daytime,secondary education,117.0,Portuguese,113.5,Yes,No,No,yes,Female,No,19,No,0,6,8,6,11.333333333333334,0,0,6,12,4,13.75,0,8.9,1.4,3.51,Dropout
2826,single,General Contingent,2,Advertising and Marketing Management,daytime,secondary education,121.0,Portuguese,135.4,Yes,No,No,yes,Female,Yes,19,No,0,6,6,6,13.333333333333334,0,0,6,10,5,13.4,0,8.9,1.4,3.51,Graduate
2827,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,140.0,Portuguese,130.2,No,No,No,yes,Female,Yes,39,No,0,5,13,4,12.333333333333334,0,0,5,14,2,10.0,4,16.2,0.3,-0.92,Graduate
2828,single,General Contingent,2,Communication Design,daytime,secondary education,129.0,Portuguese,136.4,Yes,No,No,yes,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Enrolled
2829,single,2nd general contingent,1,Animation and Multimedia Design,daytime,secondary education,130.0,Portuguese,126.9,Yes,No,No,yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
2830,single,2nd general contingent,5,Management,daytime,secondary education,131.0,Portuguese,119.8,Yes,No,No,yes,Female,No,19,No,0,5,8,5,12.6,0,0,5,9,4,11.6,0,8.9,1.4,3.51,Graduate
2831,single,2nd general contingent,3,Management,daytime,secondary education,137.0,Portuguese,124.4,Yes,No,No,yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,4,11.0,0,11.1,0.6,2.02,Enrolled
2832,married,Over 23 years old,1,Agronomy,daytime,secondary education,150.0,Portuguese,120.0,No,No,Yes,No,Female,No,34,No,1,6,10,6,14.333333333333334,0,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,Enrolled
2833,single,General Contingent,2,Advertising and Marketing Management,daytime,secondary education,117.0,Portuguese,111.8,No,No,No,yes,Female,No,22,No,0,5,8,3,12.0,0,0,5,9,2,11.0,1,7.6,2.6,0.32,Enrolled
2834,single,Over 23 years old,1,Veterinary Nursing,daytime,secondary education,133.1,Portuguese,130.0,Yes,No,No,yes,Female,No,24,No,0,6,7,6,14.857142857142858,0,0,6,10,5,13.6,0,13.9,-0.3,0.79,Graduate
2835,married,Change of Course,1,Management,daytime,secondary education,130.0,Portuguese,138.0,No,No,No,yes,Female,No,34,No,12,15,17,12,11.916666666666666,0,11,13,13,11,13.181818181818182,0,7.6,2.6,0.32,Graduate
2836,married,Over 23 years old,1,Management (evening attendance,evening,secondary education,110.0,Portuguese,114.6,Yes,No,No,yes,Female,No,46,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
